Nfactura,CODCLI,CODART,Fecha,Unidades,Precio,Costo
1940,1,8,2018-02-05,15,161.99,136.07
1941,1,11,2018-02-05,30,539.99,415.79
1942,1,10,2018-02-05,3,215.99,183.59
1943,1,12,2018-02-05,3,42.8,36.38
1944,1,13,2018-02-05,3,43.19,36.71
1945,1,14,2018-02-05,3,63.11,53.64
1946,1,15,2018-02-05,3,48.81,41.49
1947,1,3,2018-02-05,3,314.99,267.74
1948,1,9,2018-02-05,3,404.99,344.24
1949,1,1,2018-02-05,15,551.02,446.33
1950,1,2,2018-02-05,30,100.0,100.0
1951,1,4,2018-02-05,15,269.99,207.89
1952,1,5,2018-02-05,15,494.99,381.14
1953,1,6,2018-02-05,20,44.99,37.79
1954,1,7,2018-02-05,30,53.99,45.35
1955,1,8,2018-02-05,15,161.99,136.07
1956,1,11,2018-02-05,30,539.99,415.79
1957,1,10,2018-02-05,3,215.99,183.59
1958,1,12,2018-02-05,3,42.8,36.38
1959,1,13,2018-02-05,3,43.19,36.71
1960,1,14,2018-02-05,3,63.11,53.64
1961,1,15,2018-02-05,3,48.81,41.49
1962,1,3,2018-02-05,3,314.99,267.74
1963,1,9,2018-02-05,3,404.99,344.24
1964,2,1,2018-02-05,15,581.64,581.64
1965,2,2,2018-02-05,15,123.49,123.49
1966,2,4,2018-02-05,20,284.99,284.99
1967,2,5,2018-02-05,15,522.49,522.49
1968,2,6,2018-02-05,30,47.49,47.49
1969,2,7,2018-02-05,30,56.99,56.99
1970,2,8,2018-02-05,30,170.99,170.99
1971,2,11,2018-02-05,30,569.99,569.99
1972,2,10,2018-02-05,3,227.99,227.99
1973,2,12,2018-02-05,15,45.18,45.18
1974,2,13,2018-02-05,15,45.59,45.59
1975,2,14,2018-02-05,15,66.61,66.61
1976,2,15,2018-02-05,15,51.52,51.52
1977,2,3,2018-02-05,3,332.49,332.49
1978,2,9,2018-02-05,3,427.49,427.49
1979,2,1,2018-02-05,15,581.64,581.64
1980,2,2,2018-02-05,15,123.49,123.49
1981,2,4,2018-02-05,20,284.99,284.99
1982,2,5,2018-02-05,15,522.49,522.49
1983,2,6,2018-02-05,30,47.49,47.49
1984,2,7,2018-02-05,30,56.99,56.99
1985,2,8,2018-02-05,30,170.99,170.99
1986,2,11,2018-02-05,30,569.99,569.99
1987,2,10,2018-02-05,3,227.99,227.99
1988,2,12,2018-02-05,15,45.18,45.18
1989,2,13,2018-02-05,15,45.59,45.59
1990,2,14,2018-02-05,15,66.61,66.61
1991,2,15,2018-02-05,15,51.52,51.52
1992,2,3,2018-02-05,3,332.49,332.49
1993,2,9,2018-02-05,3,427.49,427.49
1994,4,1,2018-02-07,13,581.64,581.64
1995,4,2,2018-02-07,9,123.49,123.49
1996,4,4,2018-02-07,13,284.99,284.99
1997,4,6,2018-02-07,21,47.49,47.49
1998,4,7,2018-02-07,18,56.99,56.99
1999,4,10,2018-02-07,15,227.99,227.99
2000,4,12,2018-02-07,15,45.18,45.18
2001,4,14,2018-02-07,30,66.61,66.61
2002,4,9,2018-02-07,15,427.49,427.49
2003,4,1,2018-02-07,13,581.64,581.64
2004,4,2,2018-02-07,9,123.49,123.49
2005,4,4,2018-02-07,13,284.99,284.99
2006,4,6,2018-02-07,21,47.49,47.49
2007,4,7,2018-02-07,18,56.99,56.99
2008,4,10,2018-02-07,15,227.99,227.99
2009,4,12,2018-02-07,15,45.18,45.18
2010,4,14,2018-02-07,30,66.61,66.61
2011,4,9,2018-02-07,20,427.49,427.49
2028,6,1,2018-02-10,12,612.25,612.25
2029,6,4,2018-02-10,21,299.99,299.99
2030,6,11,2018-02-10,40,599.99,599.99
2031,6,13,2018-02-10,13,47.99,47.99
2032,6,14,2018-02-10,21,70.12,70.12
2033,6,15,2018-02-10,23,54.23,54.23
2034,6,1,2018-02-10,12,612.25,612.25
2035,6,4,2018-02-10,21,299.99,299.99
2036,6,11,2018-02-10,40,599.99,599.99
2037,6,13,2018-02-10,13,47.99,47.99
2038,6,14,2018-02-10,21,70.12,70.12
2039,6,15,2018-02-10,23,54.23,54.23
2142,4,1,2018-03-07,30,581.64,581.64
2143,4,2,2018-03-07,9,123.49,123.49
2144,4,4,2018-03-07,14,284.99,284.99
2145,4,6,2018-03-07,23,47.49,47.49
2146,4,7,2018-03-07,19,56.99,56.99
2147,4,10,2018-03-07,16,227.99,227.99
2148,4,12,2018-03-07,16,45.18,45.18
2149,4,14,2018-03-07,33,66.61,66.61
2150,4,9,2018-03-07,16,427.49,427.49
2151,6,1,2018-03-10,13,612.25,612.25
2152,6,4,2018-03-10,23,299.99,299.99
2153,6,11,2018-03-10,19,599.99,599.99
2154,6,13,2018-03-10,14,47.99,47.99
2155,6,14,2018-03-10,30,70.12,70.12
2156,6,15,2018-03-10,24,54.23,54.23
2197,1,1,2018-04-05,15,551.02,446.33
2198,1,2,2018-04-05,30,100.0,100.0
2199,1,4,2018-04-05,15,269.99,207.89
2200,1,5,2018-04-05,15,494.99,381.14
2201,1,6,2018-04-05,15,44.99,37.79
2202,1,7,2018-04-05,30,53.99,45.35
2203,1,8,2018-04-05,15,161.99,136.07
2204,1,11,2018-04-05,30,539.99,415.79
2205,1,10,2018-04-05,3,215.99,183.59
2206,1,12,2018-04-05,3,42.8,36.38
2207,1,13,2018-04-05,3,43.19,36.71
2208,1,14,2018-04-05,3,63.11,53.64
2209,1,15,2018-04-05,3,48.81,41.49
2210,1,3,2018-04-05,3,314.99,267.74
2211,1,9,2018-04-05,3,404.99,344.24
2212,2,1,2018-04-05,15,581.64,581.64
2213,2,2,2018-04-05,15,123.49,123.49
2214,2,4,2018-04-05,15,284.99,284.99
2215,2,5,2018-04-05,15,522.49,522.49
2216,2,6,2018-04-05,30,47.49,47.49
2217,2,7,2018-04-05,30,56.99,56.99
2218,2,8,2018-04-05,30,170.99,170.99
2219,2,11,2018-04-05,30,569.99,569.99
2220,2,10,2018-04-05,3,227.99,227.99
2221,2,12,2018-04-05,15,45.18,45.18
2222,2,13,2018-04-05,15,45.59,45.59
2223,2,14,2018-04-05,15,66.61,66.61
2224,2,15,2018-04-05,15,51.52,51.52
2225,2,3,2018-04-05,3,332.49,332.49
2226,2,9,2018-04-05,3,427.49,427.49
2235,6,1,2018-04-10,12,612.25,612.25
2236,6,4,2018-04-10,21,299.99,299.99
2237,6,11,2018-04-10,18,599.99,599.99
2238,6,13,2018-04-10,13,47.99,47.99
2239,6,14,2018-04-10,21,70.12,70.12
2240,6,15,2018-04-10,22,54.23,54.23
2281,1,1,2018-05-05,14,551.02,446.33
2282,1,2,2018-05-05,45,100.0,100.0
2283,1,4,2018-05-05,14,269.99,207.89
2284,1,5,2018-05-05,14,494.99,381.14
2285,1,6,2018-05-05,14,44.99,37.79
2286,1,7,2018-05-05,29,53.99,45.35
2287,1,8,2018-05-05,14,161.99,136.07
2288,1,11,2018-05-05,29,539.99,415.79
2289,1,10,2018-05-05,2,215.99,183.59
2290,1,12,2018-05-05,2,42.8,36.38
2291,1,13,2018-05-05,2,43.19,36.71
2292,1,14,2018-05-05,2,63.11,53.65
2293,1,15,2018-05-05,2,48.81,41.49
2294,1,3,2018-05-05,2,314.99,267.74
2295,1,9,2018-05-05,2,404.99,344.24
2314,6,1,2018-05-10,11,612.25,612.25
2315,6,4,2018-05-10,20,299.99,299.99
2316,6,11,2018-05-10,17,599.99,599.99
2317,6,13,2018-05-10,13,47.99,47.99
2318,6,14,2018-05-10,20,70.12,70.12
2319,6,15,2018-05-10,22,54.23,54.23
2353,1,1,2018-06-05,12,551.02,446.33
2354,1,2,2018-06-05,24,100.0,100.0
2355,1,4,2018-06-05,12,269.99,207.89
2356,1,5,2018-06-05,12,494.99,381.14
2357,1,6,2018-06-05,12,44.99,37.79
2358,1,7,2018-06-05,24,53.99,45.35
2359,1,8,2018-06-05,12,161.99,136.07
2360,1,11,2018-06-05,24,539.99,415.79
2361,1,10,2018-06-05,2,215.99,183.59
2362,1,12,2018-06-05,2,42.8,36.38
2363,1,13,2018-06-05,2,43.19,36.71
2364,1,14,2018-06-05,2,63.11,53.65
2365,1,15,2018-06-05,2,48.81,41.49
2366,1,3,2018-06-05,2,314.99,267.74
2367,1,9,2018-06-05,2,404.99,344.24
2368,4,1,2018-06-07,10,581.64,581.64
2369,4,2,2018-06-07,7,123.49,123.49
2370,4,4,2018-06-07,10,284.99,284.99
2371,4,6,2018-06-07,17,47.49,47.49
2372,4,7,2018-06-07,14,56.99,56.99
2373,4,10,2018-06-07,12,227.99,227.99
2374,4,12,2018-06-07,12,45.18,45.18
2375,4,14,2018-06-07,24,66.61,66.61
2376,4,9,2018-06-07,12,427.49,427.49
2377,6,1,2018-06-10,9,612.25,612.25
2378,6,4,2018-06-10,17,299.99,299.99
2379,6,11,2018-06-10,14,599.99,599.99
2380,6,13,2018-06-10,10,47.99,47.99
2381,6,14,2018-06-10,17,70.12,70.12
2382,6,15,2018-06-10,18,54.23,54.23
2423,1,1,2018-07-05,10,551.02,446.33
2424,1,2,2018-07-05,20,100.0,100.0
2425,1,4,2018-07-05,10,269.99,207.89
2426,1,5,2018-07-05,10,494.99,381.14
2427,1,6,2018-07-05,10,44.99,37.79
2428,1,7,2018-07-05,20,53.99,45.35
2429,1,8,2018-07-05,10,161.99,136.07
2430,1,11,2018-07-05,20,539.99,415.79
2431,1,10,2018-07-05,30,215.99,183.59
2432,1,12,2018-07-05,30,42.8,36.38
2433,1,13,2018-07-05,30,43.19,36.71
2434,1,14,2018-07-05,30,63.11,53.65
2435,1,15,2018-07-05,30,48.81,41.49
2436,1,3,2018-07-05,2,314.99,267.74
2437,1,9,2018-07-05,2,404.99,344.24
2438,2,1,2018-07-05,10,581.64,581.64
2439,2,2,2018-07-05,10,123.49,123.49
2440,2,4,2018-07-05,10,284.99,284.99
2441,2,5,2018-07-05,10,522.49,522.49
2442,2,6,2018-07-05,20,47.49,47.49
2443,2,7,2018-07-05,20,56.99,56.99
2444,2,8,2018-07-05,20,170.99,170.99
2445,2,11,2018-07-05,20,569.99,569.99
2446,2,10,2018-07-05,30,227.99,227.99
2447,2,12,2018-07-05,10,45.18,45.18
2448,2,13,2018-07-05,10,45.59,45.59
2449,2,14,2018-07-05,10,66.61,66.61
2450,2,15,2018-07-05,10,51.52,51.52
2451,2,3,2018-07-05,2,332.49,332.49
2452,2,9,2018-07-05,2,427.49,427.49
2463,6,1,2018-07-10,8,612.25,612.25
2464,6,4,2018-07-10,14,299.99,299.99
2465,6,11,2018-07-10,12,599.99,599.99
2466,6,13,2018-07-10,9,47.99,47.99
2467,6,14,2018-07-10,14,70.12,70.12
2468,6,15,2018-07-10,15,54.23,54.23
2478,1,1,2018-08-05,5,551.02,451.84
2479,1,2,2018-08-05,11,100.0,100.0
2480,1,4,2018-08-05,5,269.99,210.59
2481,1,5,2018-08-05,5,494.99,386.09
2482,1,6,2018-08-05,5,44.99,38.24
2483,1,7,2018-08-05,11,53.99,45.35
2484,1,8,2018-08-05,5,161.99,137.69
2485,1,11,2018-08-05,11,539.99,415.79
2486,1,10,2018-08-05,20,215.99,183.59
2487,1,12,2018-08-05,20,42.8,36.38
2488,1,13,2018-08-05,20,43.19,36.71
2489,1,14,2018-08-05,20,63.11,53.64
2490,1,15,2018-08-05,20,48.81,41.49
2491,1,3,2018-08-05,1,314.99,267.74
2492,1,9,2018-08-05,1,404.99,344.24
2501,6,1,2018-08-10,4,612.25,612.25
2502,6,4,2018-08-10,8,299.99,299.99
2503,6,11,2018-08-10,7,599.99,599.99
2504,6,13,2018-08-10,5,47.99,47.99
2505,6,14,2018-08-10,8,70.12,70.12
2506,6,15,2018-08-10,8,54.23,54.23
2525,1,1,2018-09-05,12,551.02,446.33
2526,1,2,2018-09-05,24,100.0,100.0
2527,1,4,2018-09-05,12,269.99,207.89
2528,1,5,2018-09-05,12,494.99,381.14
2529,1,6,2018-09-05,12,44.99,37.79
2530,1,7,2018-09-05,24,53.99,45.35
2531,1,8,2018-09-05,12,161.99,136.07
2532,1,11,2018-09-05,24,539.99,415.79
2533,1,10,2018-09-05,2,215.99,183.59
2534,1,12,2018-09-05,2,42.8,36.38
2535,1,13,2018-09-05,2,43.19,36.71
2536,1,14,2018-09-05,2,63.11,53.65
2537,1,15,2018-09-05,2,48.81,41.49
2538,1,3,2018-09-05,2,314.99,267.74
2539,1,9,2018-09-05,2,404.99,344.24
2550,4,1,2018-09-07,10,581.64,581.64
2551,4,2,2018-09-07,7,123.49,123.49
2552,4,4,2018-09-07,10,284.99,284.99
2553,4,6,2018-09-07,16,47.49,47.49
2554,4,7,2018-09-07,14,56.99,56.99
2555,4,10,2018-09-07,12,227.99,227.99
2556,4,12,2018-09-07,12,45.18,45.18
2557,4,14,2018-09-07,24,66.61,66.61
2558,4,9,2018-09-07,12,427.49,427.49
2567,6,1,2018-09-10,9,612.25,612.25
2568,6,4,2018-09-10,16,299.99,299.99
2569,6,11,2018-09-10,14,599.99,599.99
2570,6,13,2018-09-10,10,47.99,47.99
2571,6,14,2018-09-10,16,70.12,70.12
2572,6,15,2018-09-10,18,54.23,54.23
2592,1,1,2018-10-05,15,551.02,446.33
2593,1,2,2018-10-05,30,100.0,100.0
2594,1,4,2018-10-05,15,269.99,207.89
2595,1,5,2018-10-05,15,494.99,381.14
2596,1,6,2018-10-05,15,44.99,37.79
2597,1,7,2018-10-05,30,53.99,45.35
2598,1,8,2018-10-05,15,161.99,136.07
2599,1,11,2018-10-05,30,539.99,415.79
2600,1,10,2018-10-05,3,215.99,183.59
2601,1,12,2018-10-05,3,42.8,36.38
2602,1,13,2018-10-05,3,43.19,36.71
2603,1,14,2018-10-05,3,63.11,53.64
2604,1,15,2018-10-05,3,48.81,41.49
2605,1,3,2018-10-05,3,314.99,267.74
2606,1,9,2018-10-05,3,404.99,344.24
2607,2,1,2018-10-05,15,581.64,581.64
2608,2,2,2018-10-05,15,123.49,123.49
2609,2,4,2018-10-05,15,284.99,284.99
2610,2,5,2018-10-05,15,522.49,522.49
2611,2,6,2018-10-05,30,47.49,47.49
2612,2,7,2018-10-05,30,56.99,56.99
2613,2,8,2018-10-05,30,170.99,170.99
2614,2,11,2018-10-05,30,569.99,569.99
2615,2,10,2018-10-05,3,227.99,227.99
2616,2,12,2018-10-05,15,45.18,45.18
2617,2,13,2018-10-05,15,45.59,45.59
2618,2,14,2018-10-05,15,66.61,66.61
2619,2,15,2018-10-05,15,51.52,51.52
2620,2,3,2018-10-05,3,332.49,332.49
2621,2,9,2018-10-05,3,427.49,427.49
2622,4,1,2018-10-07,13,581.64,581.64
2623,4,2,2018-10-07,9,123.49,123.49
2624,4,4,2018-10-07,13,284.99,284.99
2625,4,6,2018-10-07,21,47.49,47.49
2626,4,7,2018-10-07,18,56.99,56.99
2627,4,10,2018-10-07,15,227.99,227.99
2628,4,12,2018-10-07,15,45.18,45.18
2629,4,14,2018-10-07,30,66.61,66.61
2630,4,9,2018-10-07,15,427.49,427.49
2631,6,1,2018-10-10,12,612.25,612.25
2632,6,4,2018-10-10,21,299.99,299.99
2633,6,11,2018-10-10,18,599.99,599.99
2634,6,13,2018-10-10,13,47.99,47.99
2635,6,14,2018-10-10,21,70.12,70.12
2636,6,15,2018-10-10,22,54.23,54.23
2677,6,1,2018-11-10,12,612.25,612.25
2678,6,4,2018-11-10,22,299.99,299.99
2679,6,11,2018-11-10,19,599.99,599.99
2680,6,13,2018-11-10,14,47.99,47.99
2681,6,14,2018-11-10,22,70.12,70.12
2682,6,15,2018-11-10,24,54.23,54.23
2732,1,1,2018-12-05,17,551.02,446.33
2733,1,2,2018-12-05,34,100.0,100.0
2734,1,4,2018-12-05,17,269.99,207.89
2735,1,5,2018-12-05,17,494.99,381.14
2736,1,6,2018-12-05,17,44.99,37.79
2737,1,7,2018-12-05,34,53.99,45.35
2738,1,8,2018-12-05,17,161.99,136.07
2739,1,11,2018-12-05,34,539.99,415.79
2740,1,10,2018-12-05,3,215.99,183.59
2741,1,12,2018-12-05,3,42.8,36.38
2742,1,13,2018-12-05,3,43.19,36.71
2743,1,14,2018-12-05,3,63.11,53.64
2744,1,15,2018-12-05,3,48.81,41.49
2745,1,3,2018-12-05,3,314.99,267.74
2746,1,9,2018-12-05,3,404.99,344.24
2747,4,1,2018-12-07,15,581.64,581.64
2748,4,2,2018-12-07,10,123.49,123.49
2749,4,4,2018-12-07,15,284.99,284.99
2750,4,6,2018-12-07,24,47.49,47.49
2751,4,7,2018-12-07,20,56.99,56.99
2752,4,10,2018-12-07,17,227.99,227.99
2753,4,12,2018-12-07,17,45.18,45.18
2754,4,14,2018-12-07,34,66.61,66.61
2755,4,9,2018-12-07,17,427.49,427.49
2764,6,1,2018-12-10,13,612.25,612.25
2765,6,4,2018-12-10,24,299.99,299.99
2766,6,11,2018-12-10,20,599.99,599.99
2767,6,13,2018-12-10,15,47.99,47.99
2768,6,14,2018-12-10,24,70.12,70.12
2769,6,15,2018-12-10,25,54.23,54.23
2841,4,1,2019-01-07,14,581.64,581.64
2842,4,2,2019-01-07,20,123.49,123.49
2843,4,4,2019-01-07,14,284.99,284.99
2844,4,6,2019-01-07,22,47.49,47.49
2845,4,7,2019-01-07,19,56.99,56.99
2846,4,10,2019-01-07,16,227.99,227.99
2847,4,12,2019-01-07,16,45.18,45.18
2848,4,14,2019-01-07,32,66.61,66.61
2849,4,9,2019-01-07,16,427.49,427.49
2850,6,1,2019-01-10,13,612.25,612.25
2851,6,4,2019-01-10,22,299.99,299.99
2852,6,11,2019-01-10,19,599.99,599.99
2853,6,13,2019-01-10,14,47.99,47.99
2854,6,14,2019-01-10,22,70.12,70.12
2855,6,15,2019-01-10,24,54.23,54.23
2931,1,1,2019-02-05,15,551.02,446.33
2932,1,2,2019-02-05,30,100.0,100.0
2933,1,4,2019-02-05,15,269.99,207.89
2934,1,5,2019-02-05,15,494.99,381.14
2935,1,6,2019-02-05,15,44.99,37.79
2936,1,7,2019-02-05,30,53.99,45.35
2937,1,8,2019-02-05,15,161.99,136.07
2938,1,11,2019-02-05,30,539.99,415.79
2939,1,10,2019-02-05,3,215.99,183.59
2940,1,12,2019-02-05,3,42.8,36.38
2941,1,13,2019-02-05,3,43.19,36.71
2942,1,14,2019-02-05,3,63.11,53.64
2943,1,15,2019-02-05,3,48.81,41.49
2944,1,3,2019-02-05,3,314.99,267.74
2945,1,9,2019-02-05,3,404.99,344.24
2946,2,1,2019-02-05,15,581.64,581.64
2947,2,2,2019-02-05,15,123.49,123.49
2948,2,4,2019-02-05,15,284.99,284.99
2949,2,5,2019-02-05,15,522.49,522.49
2950,2,6,2019-02-05,30,47.49,47.49
2951,2,7,2019-02-05,30,56.99,56.99
2952,2,8,2019-02-05,30,170.99,170.99
2953,2,11,2019-02-05,30,569.99,569.99
2954,2,10,2019-02-05,3,227.99,227.99
2955,2,12,2019-02-05,15,45.18,45.18
2956,2,13,2019-02-05,15,45.59,45.59
2957,2,14,2019-02-05,15,66.61,66.61
2958,2,15,2019-02-05,15,51.52,51.52
2959,2,3,2019-02-05,3,332.49,332.49
2960,2,9,2019-02-05,3,427.49,427.49
2961,4,1,2019-02-07,13,581.64,581.64
2962,4,2,2019-02-07,9,123.49,123.49
2963,4,4,2019-02-07,13,284.99,284.99
2964,4,6,2019-02-07,21,47.49,47.49
2965,4,7,2019-02-07,18,56.99,56.99
2966,4,10,2019-02-07,15,227.99,227.99
2967,4,12,2019-02-07,15,45.18,45.18
2968,4,14,2019-02-07,30,66.61,66.61
2969,4,9,2019-02-07,15,427.49,427.49
2978,6,1,2019-02-10,12,612.25,612.25
2979,6,4,2019-02-10,21,299.99,299.99
2980,6,11,2019-02-10,18,599.99,599.99
2981,6,13,2019-02-10,13,47.99,47.99
2982,6,14,2019-02-10,21,70.12,70.12
2983,6,15,2019-02-10,23,54.23,54.23
3064,4,1,2019-03-07,14,581.64,581.64
3065,4,2,2019-03-07,9,123.49,123.49
3066,4,4,2019-03-07,14,284.99,284.99
3067,4,6,2019-03-07,23,47.49,47.49
3068,4,7,2019-03-07,19,56.99,56.99
3069,4,10,2019-03-07,16,227.99,227.99
3070,4,12,2019-03-07,16,45.18,45.18
3071,4,14,2019-03-07,33,66.61,66.61
3072,4,9,2019-03-07,16,427.49,427.49
3073,6,1,2019-03-10,13,612.25,612.25
3074,6,4,2019-03-10,23,299.99,299.99
3075,6,11,2019-03-10,19,599.99,599.99
3076,6,13,2019-03-10,14,47.99,47.99
3077,6,14,2019-03-10,23,70.12,70.12
3078,6,15,2019-03-10,24,54.23,54.23
3119,1,1,2019-04-05,15,551.02,446.33
3120,1,2,2019-04-05,30,100.0,100.0
3121,1,4,2019-04-05,15,269.99,207.89
3122,1,5,2019-04-05,15,494.99,381.14
3123,1,6,2019-04-05,15,44.99,37.79
3124,1,7,2019-04-05,30,53.99,45.35
3125,1,8,2019-04-05,15,161.99,136.07
3126,1,11,2019-04-05,30,539.99,415.79
3127,1,10,2019-04-05,3,215.99,183.59
3128,1,12,2019-04-05,3,42.8,36.38
3129,1,13,2019-04-05,3,43.19,36.71
3130,1,14,2019-04-05,3,63.11,53.64
3131,1,15,2019-04-05,3,48.81,41.49
3132,1,3,2019-04-05,3,314.99,267.74
3133,1,9,2019-04-05,3,404.99,344.24
3134,2,1,2019-04-05,15,581.64,581.64
3135,2,2,2019-04-05,15,123.49,123.49
3136,2,4,2019-04-05,15,284.99,284.99
3137,2,5,2019-04-05,15,522.49,522.49
3138,2,6,2019-04-05,30,47.49,47.49
3139,2,7,2019-04-05,30,56.99,56.99
3140,2,8,2019-04-05,30,170.99,170.99
3141,2,11,2019-04-05,30,569.99,569.99
3142,2,10,2019-04-05,3,227.99,227.99
3143,2,12,2019-04-05,15,45.18,45.18
3144,2,13,2019-04-05,15,45.59,45.59
3145,2,14,2019-04-05,15,66.61,66.61
3146,2,15,2019-04-05,15,51.52,51.52
3147,2,3,2019-04-05,3,332.49,332.49
3148,2,9,2019-04-05,3,427.49,427.49
3157,6,1,2019-04-10,12,612.25,612.25
3158,6,4,2019-04-10,21,299.99,299.99
3159,6,11,2019-04-10,18,599.99,599.99
3160,6,13,2019-04-10,13,47.99,47.99
3161,6,14,2019-04-10,21,70.12,70.12
3162,6,15,2019-04-10,22,54.23,54.23
3203,1,1,2019-05-05,14,551.02,446.33
3204,1,2,2019-05-05,29,100.0,100.0
3205,1,4,2019-05-05,14,269.99,207.89
3206,1,5,2019-05-05,14,494.99,381.14
3207,1,6,2019-05-05,14,44.99,37.79
3208,1,7,2019-05-05,29,53.99,45.35
3209,1,8,2019-05-05,14,161.99,136.07
3210,1,11,2019-05-05,29,539.99,415.79
3211,1,10,2019-05-05,2,215.99,183.59
3212,1,12,2019-05-05,2,42.8,36.38
3213,1,13,2019-05-05,2,43.19,36.71
3214,1,14,2019-05-05,2,63.11,53.65
3215,1,15,2019-05-05,2,48.81,41.49
3216,1,3,2019-05-05,2,314.99,267.74
3217,1,9,2019-05-05,2,404.99,344.24
3236,6,1,2019-05-10,11,612.25,612.25
3237,6,4,2019-05-10,20,299.99,299.99
3238,6,11,2019-05-10,17,599.99,599.99
3239,6,13,2019-05-10,13,47.99,47.99
3240,6,14,2019-05-10,20,70.12,70.12
3241,6,15,2019-05-10,22,54.23,54.23
3275,1,1,2019-06-04,12,551.02,446.33
3276,1,2,2019-06-04,24,100.0,100.0
3277,1,4,2019-06-04,12,269.99,207.89
3278,1,5,2019-06-04,12,494.99,381.14
3279,1,6,2019-06-04,12,44.99,37.79
3280,1,7,2019-06-04,24,53.99,45.35
3281,1,8,2019-06-04,12,161.99,136.07
3282,1,11,2019-06-04,24,539.99,415.79
3283,1,10,2019-06-04,2,215.99,183.59
3284,1,12,2019-06-04,2,42.8,36.38
3285,1,13,2019-06-04,2,43.19,36.71
3286,1,14,2019-06-04,2,63.11,53.65
3287,1,15,2019-06-04,2,48.81,41.49
3288,1,3,2019-06-04,2,314.99,267.74
3289,1,9,2019-06-04,2,404.99,344.24
3300,4,1,2019-06-15,14,581.64,581.64
3301,4,2,2019-06-16,9,123.49,123.49
3302,4,4,2019-06-17,14,284.99,284.99
3303,4,6,2019-06-18,22,47.49,47.49
3304,4,7,2019-06-19,19,56.99,56.99
3305,4,10,2019-06-20,16,227.99,227.99
3306,4,12,2019-06-21,16,45.18,45.18
3307,4,14,2019-06-22,32,66.61,66.61
3308,4,9,2019-06-23,16,427.49,427.49
3309,6,1,2019-06-24,13,612.25,612.25
3310,6,4,2019-06-25,22,299.99,299.99
3311,6,11,2019-06-26,19,599.99,599.99
3312,6,13,2019-06-27,14,47.99,47.99
3313,6,14,2019-06-28,22,70.12,70.12
3314,6,15,2019-06-29,24,54.23,54.23
3360,1,15,2019-08-14,2,48.81,41.49
3361,1,3,2019-08-15,2,314.99,267.74
3362,1,9,2019-08-16,2,404.99,344.24
3373,4,1,2019-08-27,14,581.64,581.64
3374,4,2,2019-08-28,9,123.49,123.49
3375,4,4,2019-08-29,14,284.99,284.99
3376,4,6,2019-08-30,22,47.49,47.49
3377,4,7,2019-08-31,19,56.99,56.99
3378,4,10,2019-09-01,16,227.99,227.99
3379,4,12,2019-09-02,16,45.18,45.18
3380,4,14,2019-09-03,32,66.61,66.61
3381,4,9,2019-09-04,16,427.49,427.49
3382,6,1,2019-09-05,13,612.25,612.25
3383,6,4,2019-09-06,22,299.99,299.99
3384,6,11,2019-09-07,19,599.99,599.99
3385,6,13,2019-09-08,14,47.99,47.99
3386,6,14,2019-09-09,22,70.12,70.12
3387,6,15,2019-09-10,24,54.23,54.23
3444,4,1,2019-11-06,14,581.64,581.64
3445,4,2,2019-11-07,9,123.49,123.49
3446,4,4,2019-11-08,14,284.99,284.99
3447,4,6,2019-11-09,22,47.49,47.49
3448,4,7,2019-11-10,19,56.99,56.99
3449,4,10,2019-11-11,16,227.99,227.99
3450,4,12,2019-11-12,16,45.18,45.18
3451,4,14,2019-11-13,32,66.61,66.61
3452,4,9,2019-11-14,16,427.49,427.49
3453,6,1,2019-11-15,13,612.25,612.25
3454,6,4,2019-11-16,22,299.99,299.99
3455,6,11,2019-11-17,19,599.99,599.99
3456,6,13,2019-11-18,14,47.99,47.99
3457,6,14,2019-11-19,22,70.12,70.12
3458,6,15,2019-11-20,24,54.23,54.23
3533,1,1,2020-02-03,15,551.02,446.33
3534,1,2,2020-02-04,30,100.0,100.0
3535,1,4,2020-02-05,15,269.99,207.89
3536,1,5,2020-02-06,15,494.99,381.14
3537,1,6,2020-02-07,15,44.99,37.79
3538,1,7,2020-02-08,30,53.99,45.35
3539,1,8,2020-02-09,15,161.99,136.07
3540,1,11,2020-02-10,30,539.99,415.79
3541,1,10,2020-02-11,3,215.99,183.59
3542,1,12,2020-02-12,3,42.8,36.38
3543,1,13,2020-02-13,3,43.19,36.71
3544,1,14,2020-02-14,3,63.11,53.64
3545,1,15,2020-02-15,3,48.81,41.49
3546,1,3,2020-02-16,3,314.99,267.74
3547,1,9,2020-02-17,3,404.99,344.24
3548,2,1,2020-02-18,15,581.64,581.64
3549,2,2,2020-02-19,15,123.49,123.49
3550,2,4,2020-02-20,15,284.99,284.99
3551,2,5,2020-02-21,15,522.49,522.49
3552,2,6,2020-02-22,30,47.49,47.49
3553,2,7,2020-02-23,30,56.99,56.99
3554,2,8,2020-02-24,30,170.99,170.99
3555,2,11,2020-02-25,30,569.99,569.99
3556,2,10,2020-02-26,3,227.99,227.99
3557,2,12,2020-02-27,15,45.18,45.18
3558,2,13,2020-02-28,15,45.59,45.59
3559,2,14,2020-02-29,15,66.61,66.61
3560,2,15,2020-03-01,15,51.52,51.52
3561,2,3,2020-03-02,3,332.49,332.49
3562,2,9,2020-03-03,3,427.49,427.49
3563,4,1,2020-03-04,13,581.64,581.64
3564,4,2,2020-03-05,9,123.49,123.49
